"id";"num_cartao";"nom_impresso";"id_conta";"id_associado"
219;"1124002402191839";MATHEUS CARDOSO;219;219
220;"6626004902203163";MILENA MOREIRA;220;220
221;"3116002502211396";LUIZ OTÁVIO;221;221
222;"7683006202221021";LEANDRO CASTRO;222;222
223;"2705004902237504";ANA VITÓRIA;223;223
224;"1739005902249657";MARIA SOPHIA;224;224
225;"7870005602253125";IAN PINTO;225;225
226;"1661003302260034";PEDRO MIGUEL;226;226
227;"6859003102276383";LUIZ GUSTAVO;227;227
228;"4685004602284046";MARIA VITÓRIA;228;228
229;"6766005002295284";YASMIN NUNES;229;229
230;"8403006302301543";CAMILA BARROS;230;230
231;"2706006102312696";MARCELA PORTO;231;231
232;"3480006902329530";MARIANE ARAGÃO;232;232
233;"4696003102336582";LUIZ GUSTAVO;233;233
234;"2779005302343978";SAMUEL CUNHA;234;234
235;"2446006702352682";MARIANE LOPES;235;235
236;"4455005002369294";MARIA CECÍLIA;236;236
237;"4021006302377886";GABRIELA FERREIRA;237;237
238;"1361004802384741";LÍVIA NASCIMENTO;238;238
239;"5025004602392404";LUIZ FELIPE;239;239
240;"1872006502406437";SABRINA PINTO;240;240
241;"2037006302413497";ANA CAROLINA;241;241
242;"4340004602428301";ENRICO GONÇALVES;242;242
243;"4745003402435264";LUCAS NOVAES;243;243
244;"1901006902443053";LARA LOPES;244;244
245;"4024004302457513";JOÃO FELIPE;245;245
246;"7458003402462065";SAMUEL REZENDE;246;246
247;"6895005202472270";BERNARDO MENDES;247;247
248;"4971004302485877";NATHAN ARAGÃO;248;248
249;"9452004802496124";KEVIN COSTA;249;249
250;"2461002802504848";VINICIUS CONCEIÇÃO;250;250
251;"8624002902515213";JOÃO GUILHERME;251;251
252;"2057003902528613";ISAAC CALDEIRA;252;252
253;"9442002002536070";PEDRO MIGUEL;253;253
254;"5486003602545087";DANIELA SILVA;254;254
255;"8927002502555322";GUSTAVO CASTRO;255;255
256;"5638005802569900";THIAGO BARROS;256;256
257;"7277003102578853";ALÍCIA ARAGÃO;257;257
258;"9705007202588566";THALES PINTO;258;258
259;"6607002702593083";ESTHER CARDOSO;259;259
260;"2749003902607688";CAROLINE CARVALHO;260;260
261;"7536004702613924";HELOÍSA CORREIA;261;261
262;"2671006202624488";MARIA SOPHIA;262;262
263;"1637006602638908";AMANDA NEVES;263;263
264;"6130007102643769";ALEXANDRE COSTA;264;264
265;"2927003302653047";LUCAS GABRIEL;265;265
266;"7476006002669424";ANTHONY REZENDE;266;266
267;"7232006602672195";VICENTE COSTA;267;267
268;"6214004402689245";ANDRÉ ROCHA;268;268
269;"4784001802695317";THALES NEVES;269;269
270;"7966004102702813";ANA JULIA;270;270
271;"5634007202718169";ENRICO ROCHA;271;271
272;"9822002102724884";CATARINA PORTO;272;272
273;"4872003302731257";ANA JÚLIA;273;273
274;"3529005802742553";PEDRO LUCAS;274;274
275;"6695006502751825";DIEGO RODRIGUES;275;275
276;"9393001902766585";MARIANA LIMA;276;276
277;"8081006002778899";MARCELA NOVAES;277;277
278;"1654004202781038";DAVI LUIZ;278;278
279;"1084001902798876";THALES SALES;279;279
280;"5822007102808539";GUILHERME SALES;280;280
281;"8329004402814876";HEITOR ALMEIDA;281;281
282;"6229006102823099";MARCELO NOGUEIRA;282;282
283;"2576006202831821";ANA LAURA;283;283
284;"3815002602847112";CAUÊ NUNES;284;284
285;"5431007502854060";ISIS OLIVEIRA;285;285
286;"7352007002867987";KAMILLY BARBOSA;286;286
287;"4215005502878793";ANA JULIA;287;287
288;"3297002302885332";VICENTE RODRIGUES;288;288
289;"4305007302896170";EMANUELLY COSTA;289;289
290;"3843003802904390";THALES RODRIGUES;290;290
291;"1663006802917678";THOMAS VIEIRA;291;291
292;"6300002302929961";LUIZ MIGUEL;292;292
293;"8426002802935725";SOPHIA MENDES;293;293
294;"1676002702943880";BENÍCIO ARAGÃO;294;294
295;"7183006702958192";GABRIEL VIEIRA;295;295
296;"2871004602961711";STEPHANY LIMA;296;296
297;"9220006102973858";NICOLAS CORREIA;297;297
298;"8457005202986831";FRANCISCO ROSA;298;298
299;"4797004402999873";NATHAN AZEVEDO;299;299
300;"1027003503008305";STEPHANY MARTINS;300;300
301;"5110003503014937";LUIZ GUSTAVO;301;301
302;"2679004003027938";MARCELA NEVES;302;302
303;"2560002703032194";EDUARDA GONÇALVES;303;303
304;"8622006803048960";YAGO ROCHA;304;304
305;"2395003403050791";GABRIEL BARROS;305;305
306;"9575006903069509";ANA LAURA;306;306
307;"2553005303071702";RAFAELA LOPES;307;307
308;"5410006103086268";MARIA SOPHIA;308;308
309;"3801004503094246";ERICK NUNES;309;309
310;"2808007503104511";SOPHIA VIEIRA;310;310
311;"1255001803115603";ANA COSTA;311;311
312;"5470005503122398";REBECA CARVALHO;312;312
313;"4680006003137994";SOFIA LOPES;313;313
314;"5464003303144213";MARIA LUIZA;314;314
315;"5635007503158165";ANDRÉ VIEIRA;315;315
316;"5625005403163913";NICOLAS CASTRO;316;316
317;"5786006203179440";MARIA LUIZA;317;317
318;"6334003103183544";DANIELA FARIAS;318;318
319;"3564004603191553";AUGUSTO CUNHA;319;319
320;"7781002003209638";HELENA SILVEIRA;320;320
321;"2830003703212190";DAVI LUIZ;321;321
322;"7372007103226887";THIAGO PEREIRA;322;322
323;"9707007003233690";NICOLAS LUZ;323;323
324;"7263006103248325";ANTÔNIO VIEIRA;324;324
325;"2713005203254672";EMANUELLY PAZ;325;325
326;"9244005903260922";FRANCISCO MATA;326;326
327;"4725003103278786";VINICIUS DIAS;327;327
328;"3376003703282123";PEDRO LUCAS;328;328
329;"7654005303297762";GABRIEL GONÇALVES;329;329
330;"8357002503305579";LORENA ROSA;330;330
331;"8511002803313877";LORENZO MATA;331;331
332;"1225006903327594";ANA SOPHIA;332;332
333;"7179006303334669";HELENA LUZ;333;333
334;"1931006903347294";EDUARDO RIBEIRO;334;334
335;"9107003203354431";ARTHUR CALDEIRA;335;335
336;"4098002003366869";VICENTE CUNHA;336;336
337;"5480006703374119";DAVI LUIZ;337;337
338;"4806004903387881";NINA ROCHA;338;338
339;"6487005503394424";GUSTAVO MOREIRA;339;339
340;"4323002603407992";ERICK SILVEIRA;340;340
341;"9123001903413098";LUIZ MIGUEL;341;341
342;"3142006603425343";ANTÔNIO CORREIA;342;342
343;"1849003103437127";NATÁLIA CARVALHO;343;343
344;"5925003003446443";DAVI LUCAS;344;344
345;"3835006303457505";MARIA SOPHIA;345;345
346;"7212004403468477";MARIA EDUARDA;346;346
347;"4680002503473274";ENRICO CONCEIÇÃO;347;347
348;"8027007103481336";MARCELO CORREIA;348;348
349;"6586004503496205";MARIANA MARTINS;349;349
350;"1921002803509434";STELLA SILVA;350;350
351;"8815006003510664";MAYSA BARBOSA;351;351
352;"2096003603522082";LORENA MELO;352;352
353;"6137002903530575";SRTA. BRENDA;353;353
354;"4644003803549833";LEONARDO ROCHA;354;354
355;"1880002603558183";ALANA FERNANDES;355;355
356;"7561002303560297";LORENZO RODRIGUES;356;356
357;"6927003803577093";SOFIA FARIAS;357;357
358;"9706004303587361";NICOLE MONTEIRO;358;358
359;"1273002403593223";ANA LÍVIA;359;359
360;"7283004403602439";OTÁVIO GOMES;360;360
361;"6091001803610589";STELLA COSTELA;361;361
362;"7210006803621550";JOÃO VITOR;362;362
363;"9862003303632916";SOPHIE CASTRO;363;363
364;"9227001903649356";LUIGI GOMES;364;364
365;"9237005103658165";ALICE SILVA;365;365
366;"7997004503663773";PIETRA CORREIA;366;366
367;"8605004303673049";SRTA. MELISSA;367;367
368;"5540007003680113";PAULO MORAES;368;368
369;"3609005403692845";ANA VITÓRIA;369;369
370;"6299004603705670";LUIZ FERNANDO;370;370
371;"8931006103716579";MARIA ROCHA;371;371
372;"8631007203728671";LUCAS GABRIEL;372;372
373;"1538004803737290";ISADORA SALES;373;373
374;"3503005903749562";HEITOR NUNES;374;374
375;"3451001903751932";JOÃO PEDRO;375;375
376;"1218004803761903";OLIVIA PEREIRA;376;376
377;"4014002203777953";YASMIN FERNANDES;377;377
378;"7519002603783357";RYAN PAZ;378;378
379;"7760002703799450";RODRIGO SALES;379;379
380;"1324002303802437";YURI MOREIRA;380;380
381;"6132003903811752";FERNANDA PEREIRA;381;381
382;"3998002103828059";MARIA LUIZA;382;382
383;"2020003703833439";ANA LÍVIA;383;383
384;"8333004403848467";MARIA FERNANDA;384;384
385;"8581003103852977";GABRIELLY MOREIRA;385;385
386;"1646006003865150";MARIA FERNANDA;386;386
387;"2089004903875284";ALANA JESUS;387;387
388;"9836002303880473";LUIZ HENRIQUE;388;388
389;"4595002003898076";MARCOS VINICIUS;389;389
390;"3638005703901319";NICOLE ROCHA;390;390
391;"5248007503912638";ESTHER BARBOSA;391;391
392;"7516002203922622";PAULO ROSA;392;392
393;"5650005203932820";ENZO ARAÚJO;393;393
394;"8515004203946149";THEO ROCHA;394;394
395;"7335004103951964";JOÃO LUCAS;395;395
396;"9349004703968430";CAUÃ CUNHA;396;396
397;"5552002103979319";MAYSA MENDES;397;397
398;"1551005203987682";JUAN LUZ;398;398
399;"1886004903993630";RAFAELA SALES;399;399
400;"9166003804000008";MARIA FERNANDA;400;400
401;"1689007404012484";LUIZ MIGUEL;401;401
402;"3388006104027639";BRUNO CUNHA;402;402
403;"5893006204034145";THEO VIEIRA;403;403
404;"8741005104049292";NATHAN SOUZA;404;404
405;"5437005604052644";STELLA CORREIA;405;405
406;"6430006704066130";OLIVIA COSTA;406;406
407;"5937004504071655";MARIA PEIXOTO;407;407
408;"4973006004087170";LUIZ OTÁVIO;408;408
409;"2058002704096033";KAIQUE FARIAS;409;409
410;"5948006504107694";VITOR ROSA;410;410
411;"5971005604114591";MAITÊ GOMES;411;411
412;"8259003704128474";ANA CAROLINA;412;412
413;"6807007004137404";IAN CARVALHO;413;413
414;"9639002404144820";JOÃO MIGUEL;414;414
415;"9085007304159188";SOPHIA DIAS;415;415
416;"2727002904163485";ELISA VIEIRA;416;416
417;"8213005104172862";CARLOS EDUARDO;417;417
418;"9630004404182601";AGATHA COSTA;418;418
419;"6815006404193176";MARIA JULIA;419;419
420;"3364002504202664";ANA VITÓRIA;420;420
421;"1912003404212383";GABRIELA CONCEIÇÃO;421;421
422;"5710002504224970";ESTHER LOPES;422;422
423;"4272007104233048";PEDRO HENRIQUE;423;423
424;"1248006504249435";ANDRÉ SILVEIRA;424;424
425;"6153001804250284";ENZO CUNHA;425;425
426;"5323005504267554";ALÍCIA LOPES;426;426
427;"8106007404279678";JOAQUIM NOGUEIRA;427;427
428;"2054004104285975";EMANUEL NOVAES;428;428
429;"4718007004294127";MARIA EDUARDA;429;429
430;"7986003604307763";RODRIGO ROCHA;430;430
431;"9025007504316892";MAYSA DIAS;431;431
432;"2521006304323997";ANA LÍVIA;432;432
1733;"9588006417334223";DAVI LUIZ;1733;1733
433;"7865004504336717";RAQUEL NEVES;433;433
434;"1950007004349196";VITÓRIA BARROS;434;434
435;"9517003304350728";MARIA NOGUEIRA;435;435
436;"9003006104363955";ARTHUR MOURA;436;436
437;"7836001904375007";SRTA. ALEXIA;437;437
438;"7956003504385539";BRYAN CARVALHO;438;438
439;"3337006104392721";LETÍCIA SANTOS;439;439
440;"7036001904402586";DIOGO AZEVEDO;440;440
441;"5999006104412828";RAFAELA CAMPOS;441;441
442;"2202004304428038";ISIS MOURA;442;442
443;"6901005504436692";LEVI LIMA;443;443
444;"3906005304446194";ANA LÍVIA;444;444
445;"2854003804451365";OTÁVIO SOUZA;445;445
446;"3830004104461390";LAVÍNIA PEREIRA;446;446
447;"6562004404479756";THALES CUNHA;447;447
448;"2262007104489325";DANILO DIAS;448;448
449;"7558004304492698";ENRICO MONTEIRO;449;449
450;"9268003004503049";MARINA ROSA;450;450
451;"2754006704513044";JUAN MOTA;451;451
452;"5929003104525064";LAÍS PAZ;452;452
453;"3504006704534080";ISAAC CARVALHO;453;453
454;"9750006504543140";ENRICO DIAS;454;454
455;"6917005504551679";MARCELO SANTOS;455;455
456;"7156003904569980";NATHAN FREITAS;456;456
457;"8790004804575600";GIOVANNA RODRIGUES;457;457
458;"8925002504588213";THOMAS MOURA;458;458
459;"8614005504593797";JOÃO CARVALHO;459;459
460;"1575005904606477";NOAH ROCHA;460;460
461;"4795005604614016";LUCAS GABRIEL;461;461
462;"6298003804623308";PAULO CARDOSO;462;462
463;"2604003604638349";VITOR CARDOSO;463;463
464;"6580002004645856";MARCELO CARDOSO;464;464
465;"8175002304655025";CLARA NASCIMENTO;465;465
466;"1906004304666584";DIEGO CONCEIÇÃO;466;466
467;"1776003004674487";JOAQUIM SOUZA;467;467
468;"6623006604683740";LUNA CALDEIRA;468;468
469;"4402003004699883";RAUL CORREIA;469;469
470;"8450005604705638";BRENDA NASCIMENTO;470;470
471;"5803004704713590";MIRELLA BARBOSA;471;471
472;"8461003204726566";VITOR CASTRO;472;472
473;"2625006704732606";JÚLIA COSTA;473;473
474;"1198003004748402";GABRIEL COSTA;474;474
475;"6084002404750149";LUIZ GUSTAVO;475;475
476;"2138004604769209";CAUÊ GOMES;476;476
477;"7191002104776975";JOÃO MENDES;477;477
478;"3802007004783203";MELISSA PEIXOTO;478;478
479;"6236002404797217";LARA MENDES;479;479
480;"6050002404801717";EDUARDO CASTRO;480;480
481;"2510003004819750";SOFIA RIBEIRO;481;481
482;"5373002704824362";VITOR MATA;482;482
483;"2566003104830616";JOÃO PEDRO;483;483
484;"4595004704842592";YURI ALMEIDA;484;484
485;"3209005704853431";MARIANA CARDOSO;485;485
486;"3325003404864810";LUIZ FELIPE;486;486
487;"2100003004876712";GUILHERME PINTO;487;487
488;"9324003104884736";BRUNO COSTA;488;488
489;"2920007104897096";SARAH MENDES;489;489
490;"9507004904907588";AMANDA COSTA;490;490
491;"2656004004912691";VITOR HUGO;491;491
492;"1165006504926420";KAIQUE RIBEIRO;492;492
493;"5330006804932084";FRANCISCO NUNES;493;493
494;"6756006404948030";IAN SANTOS;494;494
495;"8022005704950117";ALEXANDRE CARVALHO;495;495
496;"2303002904963367";VINICIUS MOURA;496;496
497;"7504004404974366";LUIZ HENRIQUE;497;497
498;"4404003604987600";CLARA GONÇALVES;498;498
499;"8623004004996809";SAMUEL DUARTE;499;499
500;"5565002505001877";ISABELLA MARTINS;500;500
501;"3677001805018439";LEVI JESUS;501;501
502;"5765003205020089";LEONARDO MONTEIRO;502;502
503;"2290007305033389";SRTA. SABRINA;503;503
504;"4875003405040948";SOFIA FREITAS;504;504
505;"2721007105051166";ANA CAROLINA;505;505
506;"2909007105064193";JULIANA REZENDE;506;506
507;"5578006805079237";RAFAELA CRUZ;507;507
508;"9918006005083275";LAVÍNIA CUNHA;508;508
509;"7732004505099508";ELOAH NEVES;509;509
510;"4256006005105155";ISAAC FOGAÇA;510;510
511;"6539004405111931";ELOAH PAZ;511;511
512;"5091002005129586";SRTA. VITÓRIA;512;512
513;"5284003605132486";DAVI LUIZ;513;513
514;"8685005205141244";MAITÊ RAMOS;514;514
515;"9890002905158452";ALEXANDRE COSTA;515;515
516;"1108006105167542";DAVI LUCAS;516;516
517;"4660002605173324";ANA VITÓRIA;517;517
518;"4650004205182509";ANA JESUS;518;518
519;"7400004605199834";ISABELLY CONCEIÇÃO;519;519
520;"6831007505202396";JULIA AZEVEDO;520;520
521;"2450004805217782";MARIA VITÓRIA;521;521
522;"4912005905228683";ESTHER CUNHA;522;522
523;"3383005505231521";LARA LIMA;523;523
524;"6194002605248377";EMANUELLA ROSA;524;524
525;"7098001805257283";JOÃO SALES;525;525
526;"5120003405268355";DAVI LUIZ;526;526
527;"3560006405274960";SAMUEL RAMOS;527;527
528;"6924003805281464";ISAAC COSTA;528;528
529;"8616005905295466";HENRIQUE MENDES;529;529
530;"8260006505303777";LUIZ FELIPE;530;530
531;"1418005705318272";REBECA CUNHA;531;531
532;"8769002505327392";KAMILLY PEIXOTO;532;532
533;"7080005105331224";ERICK FERNANDES;533;533
534;"8638007205343157";SRTA. AMANDA;534;534
535;"7321003205354138";MAITÊ GONÇALVES;535;535
536;"5849004505365333";PEDRO ROSA;536;536
537;"3132006505370935";DIEGO CUNHA;537;537
538;"8746002805380181";LAVÍNIA PORTO;538;538
539;"9612005605396347";LAÍS REZENDE;539;539
540;"5461005205408941";HEITOR NASCIMENTO;540;540
541;"8549002905413119";BIANCA LIMA;541;541
542;"7417002405420811";JOÃO GUILHERME;542;542
543;"4152002905431603";NATHAN REZENDE;543;543
544;"5040002405447981";EVELYN CRUZ;544;544
545;"8764004305451190";ISAAC FERREIRA;545;545
546;"3218006605469679";LUIZ FELIPE;546;546
